id_perfil;clase;lugares
YAMRUOKJKZ5XIPELS2DYBUGBXA;Undetermined;none
YAVD2XJQSNRYGM6JVNDDAUI53E;Non-USA;UK
YBGLEWMD57NEHC45KDRQ5B6OFM;USA only;US
YBP7UFJCP74V2TSLOGJ7R6ODV4;USA only;Virginia
YC7473KUJ6QTQ32SC3YDLI64XU;Non-USA;Ontario, Canada
YCOINA4YL3HCCVY4OLKN4HDPZU;USA only;Los Angeles
YDUBNDEOMQSUAG6M3QCD44654I;Undetermined;none
YDZ6IOZ77XTV2OGNWLBLITRGJY;Non-USA;Nottingham
YF5WDTLAZDYWXM6BRBLXANBBNM;Undetermined;none
YFF7P47NFHHJAL5TCB6LCP3REM;Non-USA;Windermere
YFVLMR46KJUP4T3XXUELJNSM6A;Undetermined;none
YGGEEG5BNBB26PD32DC5RS72MI;Undetermined;none
YGJPO2SW3MX3IETGROIMPIRG2I;Undetermined;none
YGJTGJG2EUIXYSJJPUIKGHHD6A;USA only;Massachusetts, Florida
YGTYJFDXWM2W2HA322UXGAY4PM;USA only;San Diego
YHNDZ5RAYLEE2TI7RIPCW2INGI;Non-USA;India
YHWAGWTZ35LZLP3C5Q2BHVCWEM;USA only;California
YHWLZU52N65HJLU2SX7LLZSYPA;Non-USA;Hoa Thang Ward, Buon Ma Thuot City, Vietnam
YIXOYIVYTJSOS2JGBLWBCSWF6A;USA only;Orinda, California, San Diego
YJJRW4F7YUCQNTOTZRCTR5FNF4;Undetermined;none
YJSMI5NQYADNYPDLM67LZYY5CA;Undetermined;none
YKCKJSOCB3CXYJOGCRDJUCDYJA;World;Moscow, Los Angeles
YLG5MLRHMCR6DRPC4V2SPM3V3Q;USA only;Massachusetts, Ohio
YLIOEXDKI7BEHSOVTYB4DHAYC4;Undetermined;none
YLVGZYAUNAVTKEHEN66DXXVWHQ;USA only;Michigan
YMFDWRX3JCW2SDUEMOXHLNX5QM;Undetermined;none
YMJCYS6XIZQUPZC5CDGXJT43DA;USA only;Missouri
YMTBABPXE3KUMGVS3SR6NAQGOM;USA only;Houston
YMYMDZ5GDSQNLN7GKURVDO4UXM;Undetermined;none
YNGPLULY5BDS7LLL35K43JBSUA;Undetermined;none
YNRU37VLJS35CXIP2H37FVFWUQ;Undetermined;none
YO37DB6UAMVKOMDQPLJVZQYNQM;Non-USA;India
YOMIOD3RVBTREVGGELPTRZ5ANY;USA only;Minot, North Dakota, Florida
YOVWLDABGFJE6I2FANSH7IJ5NA;USA only;Montana
YPDRDVALPDL5JAVXAQXWQWG6XQ;Non-USA;Kuwait
YPU62XY6HD42CESTBDDMQHZOIA;USA only;Hasintgs, Florida
YQYDIJSUIBN3OMSZMBRPODKVRI;Non-USA;Ireland
YRUEGYXWUSEQWHDSUYWNKESKMY;USA only;Louisiana, New Orleans
YS3Y6QBSDHLFO3QJAPD4PU2FRY;Non-USA;Japan
YSJK6TKVFKTH3E4QUXHYSA5OPQ;Undetermined;none
YT6F4VX5XVST6NHU2TOTPI7EMU;Non-USA;Gujarat
YTQLIXH6G7F6A54FXQDMJTTPOA;Non-USA;India
YUE2PQYE6FBWFZRPK47PTZFT5A;Non-USA;Scotland
YVA3WGEAHZ6Z5T6KMZUYWVDG7A;USA only;Washington
YVA5HUUKPWXUZHBREC2VN6E7HM;USA only;Michigan
YVQIILRKWVZW4Y44MZB43CP2IA;USA only;Clifty, Kentucky
YVX4GLJWVAHFTFRSXA67GB7RTI;World;China, Italy, New York
YWPSNZ2KOQZA4PEBF2PJBWMFR4;USA only;Chicago
YX5XXP6DUQEQIJPQGDGB37LLIY;USA only;Peoria, Illinois
YXWOIAW4CQWIM5J2IGMVKRUW4I;Undetermined;none
YY2FPXYXWABV6O6EGPCA3EBWHI;USA only;Florida
YYLLRDQWIKRWAFZBA5JU4ZNVQQ;Non-USA;Antwerp, Belgium
YYQLAF3T76I2KOUO5BOTQVT7RY;Undetermined;none
YZ3TEFBBWPUNUBB3MHKNZKQAKQ;Undetermined;none
YZQPWYZWUOBC63FIBFRJDL3GQY;USA only;Ohio
Z2DOJWWIVNW3CNJNOAAS2ZI6HI;USA only;Chico, California
Z4FS6OVJEZ53MIAKU2CMY7LBOY;Non-USA;New Zealand, Katikati
Z4VG36OH53Z4M4BZX6FBQJTQEI;Undetermined;none
Z5IPKYIODT4JKP4LTXMWCLTM74;Non-USA;Albania
Z66H2X2EAYMJWWWK6H2B4RGP6M;Undetermined;none
Z6J7JMKCH26UFJDJYVOX345UQQ;Non-USA;UK
Z6T247OXWORKEL7BHW4UKQ4JOQ;USA only;Toronto
Z6TUHRNM45NAZO6QKTXBMXSJEA;USA only;Miami, Florida
Z6WT4TKJFNWQ2CNSNMHA2OJT4E;USA only;Michigan
Z7JIJCR2VQ57MBDI6S3R7LS57U;Undetermined;none
Z7STFE7QTTZRZ45BSNARCWCPRQ;Non-USA;Australia
Z7URUBKIX3K52J3KTXEGVKYZ5Y;Non-USA;Mumbai
Z7WN6KS5MRPKDHAWU5B3J5FP5A;Undetermined;none
ZAIIJ35ISJEB3S3H5CUMTTSPJY;USA only;Virginia
ZALGZWT5N6PFF2K5NWX5LBW544;Non-USA;Australia
ZAPBTF4X2NKS4YTXKMRBYGP7AA;Undetermined;none
ZAUXZIYQGPSEXTLMTQSSQARNBY;Undetermined;none
ZBQM6RVS36PQM5VPGCTLKZKUOQ;Non-USA;Bogota, Colombia
ZEG7RHLQLTC3QPCXUVBY24A6HY;USA only;Wisconsin
ZFKEUGVDUGVXTJJ3WXGUJ2Y54Q;Non-USA;Sudanese, Khartoum
ZG62AFD5QMM55QEWUU7EEPLL6M;USA only;Colorado
ZGMBTW23N62SZNZCO7FOICPTXI;Non-USA;Saudi Arabia
ZGXVOLN5WLPCIIUHTIAUC6GTAI;Undetermined;none
ZH3P5ODFMNRM6GLTKP4NNFPHNU;USA only;Austin, Texas, Minnesota
ZIAZWC6UGIG72IMBOFI3YQMSIM;Undetermined;none
ZIV3N4DTR62FQNJYLBNEWALFHY;Non-USA;Newcastle, England
ZJ2OFCQRSHVGAMFGJP3D44DRGQ;USA only;Dallas, Texas, Denver
ZJGVX6PCV2Z4O6QWPIAREOO6MQ;World;Caribbean, Mexico, US
ZJNXIOYHDQNDIFHHGW6MNOUM44;Undetermined;none
ZJTNL2WZSUUNJGUUQ3ZJIWJSU4;USA only;International Falls, Minnesota
ZJYKSFMHQ7AB5QDVYHEJZRO42Q;USA only;San Francisco
ZJZJVU7FFNGVR76JH2QRPV5F7I;Undetermined;none
ZKC7QA64XMV4TJSRZV6MNHIQE4;Undetermined;none
ZKIN63PDH2I7HP6WWKEZ7QIZ4Y;Non-USA;Ireland
ZL2KDXFQSKEGKIKLTE75KSEBJU;Non-USA;India
ZLFZIGK7JC4OMUAS3QGP4UZBVY;USA only;Houston, Texas
ZM5W72JGO6KFLRFI7OUX5SJ4IY;USA only;Oregon
ZMEEON5OFF7NODP5TKHEZWLOVE;World;Romania, California
ZMQD7ZXRJD3B6HM57LSDTJW34U;Undetermined;none
ZOE6I4MDKJG7IHAX2FDUO7FV6M;Non-USA;Nova Scotia, Canada
ZON35NRVKHR24YUE7ZIEKFDNKY;Undetermined;none
ZOVVL4KACJ67XHR3HXBYA3HQRM;USA only;Seminole, Florida
ZPEMW44YJJTGKC2AN3NBYIGZMM;Undetermined;none
ZPP2EH4LBU36OGLXWQODMKSRHA;Undetermined;none
ZQ7Q7E6XQRHAOLULWG4NXVINSE;Undetermined;none
ZQIHGTDA7MXKSA2ESOE2444CY4;USA only;Michigan
ZQMQMEPOW2YQDLFX3373WEJ7AA;USA only;Texas
ZRHDSR5AAWDNVPVNAHJHDDWZVA;USA only;Ohio
ZRM2HA6NGRO6K6A6JJ3U3KCJ3E;Non-USA;Japan
ZROXVRSFOALDWUUC233HYLUNGY;Undetermined;none
ZRWTP6UUIFSPZD4P4C2GYBSEPM;Non-USA;Dubai
ZSJTR3UKHI36A4P7W7XQV3FASM;Undetermined;none
ZTGLSF2FTPYDC6N5OUM6RUBUMY;USA only;New Jersey
ZUVGIRVH7X6XKBHM2MONGPVQDM;Non-USA;Caribbean
ZUY6KIASVPW3PR2WR3UP5GYU34;USA only;California
ZVAMSBK3DZQGFHGBIDLPUTMD5Y;USA only;Baltimore, Tampa
ZVQXWIJP2LFMF5FWYASF75GX44;USA only;Las Vegas
ZW3AMKMHONY6UVPDRYBL23PI2E;Non-USA;England
ZXWUCBH2SNZPHKWLPWZ4B3YZVE;Undetermined;none
ZZWPNPYHSAUZQAYI64G3PXZ4LM;USA only;North Carolina
