33F7CXYXMRWM6OGXJM3U4NTB64	JEAN's the name. <br> <br/> I was born and raised in CALI.
ST4Q3ADVBX2AS57VR52PPF5QSE	Hi!!! My name is Lauren. I am very good at answering questions on Yahoo Answers so be free to ask me any. It would be really great if you guys answered my questions too. This is a little bit about me. I have two adorable nephews and I am very proud to be a Tia. I also have two older brothers and two older sisters. I'm the youngest :( I have two dogs too. A Basset Hound named Chelsea and a Dachsund named Lady. I really enjoy reading books and I am currently reading the Twilight series. I also enjoy listenig to music. When I grow up I would like to go to Harvard and become a family lawyer. <br> <br/> <br> <br/> <br> <br/> ***More About Me*** <br> <br/> <br> <br/> Favorite Song- Rockin that Thing by The-Dream <br> <br/> Favorite Movie- It's a Wonderful Life <br> <br/> Favorite Colors-Red, Black, and Hot Pink <br> <br/> Favorite State- New York <br> <br/> Favorite Baseball Team- Yankees <br> <br/> Favorite Football Team- Cowboys <br> <br/> Favorite Shape- Triangle
SE7URHP4EM2ZGTNCNNVWKJJM3Y	He out shock in every single way <br> <br/> He'll stop at nothing just to get his own way <br> <br/> He think he hot cause he's BSTA <br> <br/> I bet he never had a social life anyway <br> <br/> <br> <br/> Yall think he brotha with the KKK? <br> <br/> I bet his mother never taught him right anyway. <br> <br/> He want your vote just to remain in YA. <br> <br/> He don't do half what he say. <br> <br/> -DPP on anonymous <br> <br/> <br> <br/> <a href="http://www.youtube.com/watch?v=O6P559-Zji0&feature=related" rel="nofollow">http://www.youtube.com/watch?v=O6P559-Zj...</a>
S673BC6BYRZYIKW243BB7P55Y4	. <br> <br/> I live in California. <br> <br/> I'm 22. <br> <br/> I could care less about the points or the level I'm on or best answers I get. I just like giving my opinion. <br> <br/> PENIS.
S244JHTS4SFFNGETM5J7DHLG7A	I am an experienced fish keeper from England. <br> <br/> <br> <br/> And for all those dumb*** people out there who have goldfish in a 5 gallon tank, THEY NEED AT LEAST 30 GALLONS EACH!
SQ3OTRKAF2JOB6Z3HG6B4DWIQQ	Waddup people! I'm an average 9th grader from India who loves making friends, and also has a huge interest in vlogging... I'm a huge fan of sitcoms and crime-dramas and in-case any of you guys wanna get in touch my email is nik007.mg@gmail.com (P.S I'm not really a James Bond fan :P) Chao! :D
SDUWNBTPT247XAHI3WO23G3RWM	I have a four year old, And a 8 month old. I live in ashtabula county, Jefferson, Ohio. I'm a stay at home mom. I live with my fiancae (Adam).
SEFI25W5CDMESOWEHKS2NT2U7Q	I'm a happy servant of Jehovah awaiting for the change soon to take place on the earth when it will become a paradise and the dead will be resurrected.(Rev. 21:4) Until then I take part in the preaching work helping to let God's name be known, giving everyone the opportunity to serve God and have hope to be one of the many who make it to Paradise.
SKPF6QNYWWN5EHYFDSSLIYLBAA	Sissy lives in Austin, Texas
SGIB7FP4CEKLFNSACPKB6YFZVA	I am a highly laid back person and don't really like drama. If I ever get mad you must have done something wrong because I never get mad. I love my friends and we are completely crazy. We should most likely not be allowed out in public. <br> <br/> I love listening to music including Escape the Fate, I Am Ghost, All Time Low, Mayday Parade, The Friday Night Boys, Hollywood Undead..Etc... <br> <br/> So If you have any questions just message me.
S75GFJA72TPEPMBN5ZLWNWZWE4	I cook alot. In fact its my job. I love it. I like to be creative, and mess with recipes until it has that special something. <br> <br/> <br> <br/> I also love to fish. Bass especially and trout. I used to live on Lake Champlain so i've had plenty of practice!!!!!!!!!!! <br> <br/> <br> <br/> I'm 20 and like to hunt also. Last year I shot an 11 pt. on the Last day of muzzleloader. <br> <br/> <br> <br/> I live in CT, but used to live in VT about 5 miles from Canada!!
SG6EOTOE5OYHDZ5DY6Q5BVVMVQ	I'm opinionated but I wont give it, if it's not asked for. I love most of my family but I don't get along with most of them because most are very old fashioned. I love music, doesn't matter what genre as long as it has a good beat. I have peircings,tattoos and more to come in the future.I live in Texas but a freind and I are looking to move (probably the U.K.) somewhere that our ratives will have trouble getting their hands on us and turn us into "Mexicana's de respeto", or respectible Mexican girls.
SQ26ZPDZYKXITOBAOFRUYO5BLQ	I am 16 years old and live in Canada i have a dog named matty who is my life lol... ....i have a sister named candice.. we have a cat... i am currently not dating anyone and i think im fun to be around!!! <br> <br/> <br> <br/> :)~
SN6GKYFDEHDQFRCRGHPQBBHC5Q	Hi, my name's Jenny and I live not too far from London, England. <br> <br/> <br> <br/> I've mainly started on yahoo answers to give me something to do, but I'd like to think I could actually help a few people along the way. <br> <br/> <br> <br/> Feel free to email me if you want to know anything else or if you think I can help you! <br> <br/> <br> <br/> Fear is temporary but regret is forever!
SDV5GU5SGYVE4Z35NXDTOZHBJU	hey dude i am a Californa dude not emo teeager or ganster weirdo ... waz up when i need help i ask when i am borad i try to help i say what i know about it or if i have experienced it my self or ext..... by the way i am a huge rammstein fan i spaeak a little german and spanish habla como uno weto gringo pedo yo tene familia de mexico so yo es uno weto gringo friholeto
SKFKHAO6DL6RT5OBTHB3734YG4	I was born in 1971 and currently reside in Buffalo, New York. with my wife whom I've been married to since 1995. I have 2 daughters, and 2 dogs (Bichon Frise, and a Basenji). <br> <br/> <br> <br/> My hobbies and interests consist of: <br> <br/> Indoor Hydroponic gardening <br> <br/> Riding motorcycles <br> <br/> Racing R/C cars <br> <br/> Playing Playstation 3 <br> <br/> Playing Pinnocle <br> <br/> Listening to "New Country" music <br> <br/> Spending time with Friends and Family <br> <br/> <br> <br/> Alot of people say I'm an easy going guy who is never boring and is always fun to be with. <br> <br/> I'm not a follower or a leader, I only do something if I feel comfortable with it. <br> <br/> I like to be organized and simple in my life. <br> <br/> I like to help people when help is needed and appreciated.
SBNOHD5R2GTDLQUNQWEWPR5URE	Age: 23 <br> <br/> <br> <br/> Location: Ohio, U.S.A. <br> <br/> <br> <br/> *´¨) <br> <br/> ¸.•´¸.•*´¨) ¸.•*¨) <br> <br/> (¸.•´ (¸.• Accio Severus Snape!
SZY4GPZWKDX7D2EB4VDRLKXUJY	Runner...Japan Fan...investor
SHV5AX3QCPWXCNDFWBOSNDL6ZE	im 16, made in trinidad and tobago. <br> <br/> <br> <br/> just moved to america about 2 months ago...so im adjusting <br> <br/> <br> <br/> myspace: <a href="http://profile.myspace.com/index.cfm?fuseaction=user.viewprofile&friendID=136353265" rel="nofollow">http://profile.myspace.com/index.cfm?fus...</a> <br> <br/> <br> <br/> happily taken, but love meeting new people <br> <br/> <br> <br/> LaY[[♥]]
SXFGTGSDBWF6STLJS2I5PYLBGY	Im a 15 year old who loves helping people even though I dont get much help(but I would like to be helped too). I live in Blackburn Hamlet in Ottawa in Canada.Add me if you want.But remember, Im taken.
SNY6QUK3DCSMBQ5RLQNBZ2KE2I	I be Bi n live in Miami Beach but high school student 9th grade
SAPZ4MWTHJ7SE4KYKPTAUDY4KI	Hi, my name is André. I'm a college student living in New Orleans. I'm a fairly outgoing person although I know how to be serious when I have to be. I am a great guy and friend once you get to know me. I have a passion for learning languages. I also like learning and sharing Church teaching with others. I'm a young Catholic simply trying to show "The Truth." If you need help or would like to speak, feel free to drop a message. God Bless, --André <br> <br/> <br> <br/> "If anyone comes to me, I want to lead them to Him." -- St. Edith Stein
SD23ZAR76WVNF2P36BLTC4DBMA	A reconstructionist heathen/ Asatruar from the UK (Scotland). <br> <br/> <br> <br/> here's my blog <a href="http://heathen-jonny.livejournal.com/" rel="nofollow">http://heathen-jonny.livejournal.com/</a>
SANJVSECE2LXUH4PKZ6YSLVRKA	Hot Aussie Gay guy. 6'3" blond hair blue eyes, slim build. <br> <br/> <br> <br/> LIkes those girly gay boys ... older men ... speedos ... <br> <br/> <br> <br/> Travelled a lot ... currently in Australia though. <br> <br/> <br> <br/> Database engineer.
SA65NBBV7XAGOURPIMY647PBWE	im from bulgaria ;)
SKK6ZX47WHYTFKO5VBYO6WMBII	My names Lucy, guinea pig and horse lover, i have 3 adorable guinea pigs and 1 horse and many more pets i have been with horses and guinea pigs for 14 years and would love to educate people on here with my answers, if you are a horse/guinea pig lover add me to your contacts or if you have any questions about guinea pigs visit my website: <a href="http://hoxwellguineapigtrust.webs.com/" rel="nofollow">http://hoxwellguineapigtrust.webs.com/</a>
SSZAQMKFD4IR342AQR7VOJUY6U	Whats up my names Adam I'm 24 and I live in the central valley in California. Want to know anything else just e-mail me. No hate mail please.
STWJTIXPWUNO45WX3L7VOTUDGI	diana ruiz <br> <br/> massachusetts <br> <br/> may 7, 89 <br> <br/> taurean <br> <br/> gay <br> <br/> <br> <br/> "Kep your thoughts positive because your thoughts become your words. Keep your words positive because your words become your behaviors. Keep your behaviors positive because your behaviors become your habits. Keep your habits positive because your habits become your values. Keep your values positive because your values become your destiny."
SGCOTOQ4F4IDRG3WBH5FTVBVPQ	Greetings: <br> <br/> I am a Board Certified Family Physician in Alexandria, VA. I really enjoy teaching and answering medical questions for those in need of information or simply to set their minds at ease when they are concerned about something medically. I have been in private practice for ten years.
SQ6LTESLDXM5N6EO2MXR5EKEL4	Model for the Ragged Priest & Y.M.A. Co. Currently based in Santa Cruz, California. <br> <br/> Atheist. 5'7". 110 lbs. 16 y/o. Valedictorian. German/Russian/Danish/Czech/Irish descendant. <br> <br/> Just a humble lil teen trying to find peace.
SAGW2YM3WZMRGI6W2S2E5SR6II	Hey, I'm Nathalie. <br> <br/> I was born in the U.K., but I live in L.A. <br> <br/> I'll be 18 in September and attending USC. <br> <br/> I have no social networking sites. <br> <br/> Add me as a contact if you'd like. :) <br> <br/> <br> <br/> Flickr: <a href="http://www.flickr.com/photos/52356645@N03/">http://www.flickr.com/photos/52356645@N0...</a>
S4MNZAJYHTSTDDZHI7LXGSGE3E	I'm a cool dude with a lot of friends and family. :) <br> <br/> <br> <br/> Favorite Sport Teams: <br> <br/> NFL: Dallas Cowboys <br> <br/> NCAA: Oklahoma Sooners <br> <br/> NBA: Dallas Mavericks <br> <br/> MLB: New York Yankees
SXXZA2RZYL7IR5YYIH4LKSAVGM	basics: <br> <br/> im michelle and im 17 yrs old... <br> <br/> my friends call me mich.. <br> <br/> im from philippines.. <br> <br/> my father is from turkey and my mother is from US but she is a filipina.. <br> <br/> im just a simple teenager that lives in a simple place and have a simple life....Ü
SMPDJU3ITFWEEJWWDTSF52FAWI	Well Hi! I'm the Stupid Strawberry (my nickname for Ichigo from Bleach) WHOOT! I love anime and my fave shows are: <br> <br/> Full Moon wo Sagashite <br> <br/> Ouran High School Host Club <br> <br/> InuYasha <br> <br/> Fushigi Yuugi <br> <br/> Lovely Complex <br> <br/> Tsubasa Chronicle <br> <br/> xxxHolic <br> <br/> CardCaptor Sakura <br> <br/> Bleach <br> <br/> FruitsBasket <br> <br/> Full Metal Panic <br> <br/> Tokyo Revealtions <br> <br/> <br> <br/> <br> <br/> Especially Bleach right now! <br> <br/> <br> <br/> IchixRukia ALL THE WAY!!!!
SXB7LRMYAINJKUE75QQCQL7C2I	i'm a dude, i live in england and i'm always bored so entertain me
SNLT2ZYXIKB5KMFHZ4R3C7OEGE	Hi! I live in St. Albans, Vermont and I love winter weather and the snow and cold weather. i likt ski and ice skate and i have a cat named Smokie. She is cute and i love her. have a fun day! Autumn :)
STJIDDOVO6WN6SKFJAMQFTCPVE	Let's see....I've watched over 400 Anime series. <br> <br/> I play Yu-Gi-Oh. <br> <br/> My favorite philosopher is Nietzsche. <br> <br/> My favorite book is Lolita or The Count of Monte Cristo. <br> <br/> I'm relatively young, I'll keep the specifics to myself. <br> <br/> Male. <br> <br/> I do archery, I'm the president of my school's Archery Club. <br> <br/> I wear pants.
SVZVMAT2NGUPJUBTRJXYXK2FNE	Dear Friend, <br> <br/> <br> <br/> If you are reading this, you have most likely been intrigued, agitated, or pleased by one of my answers or inquires. Please know any answer I offer is for the sole ambition of edifying the asker. I only answer questions that I discern as being worth replying to. <br> <br/> As a devout and blessed Seventh-Day Adventist Christian, I often can be found typing long, thorough epistles in the Religion & Spirituality section. I highly value the divinely inspired Word of God, so I will not hesitate to reprimand any accusations or derogations at the Bible offered by an inconsiderate individual. <br> <br/> I am an experienced musician who greatly appreciates classical piano music. I frequently perform either by singing or playing. Music is an intricate part of my life. <br> <br/> Another love of mine is literature. I am currently writing my own historical novel and have read hundreds of the greatest literary works ever written. <br> <br/> I am home-schooled and would love to come in contact with other H.S.
SUC52DQNHWR5EH7DJZ4SG32Y4Q	I'm 15 years old and a junior in high school. I'm currently studying in Germany, but I'm originally from California! I like surfing, theater, and music.
S3NGSNNK74UFZAM43L76TZ3AWE	I live in the beautiful state of Michigan, and own one paint horse gelding. I love graphic design and building websites. I own, design and am responsible for the upkeep of www.horsettp.com. In my spare time I love to ride, spend time with my horse, dirtbike, be outside, and play on the computer.
SJ2JPLSG6AR7RV4SWXS36KHDBE	I live in Minnesota, brrr. Im 34 yrs old with 2 cats and a loving boyfriend of 10 years. Marraige? you ask? Don't ask. I'm currently going to Rasmussen to study Medical transcription, coding and billing. On my spare time, I love painting with oils on canvas, playing my piano, drawing and making my own clothes. <br> <br/> I don't work so I have alot of free time. Looking for friends, decent and creative, or just kind. Not looking for a relationship, already have one.
SX5V3I2XXDLTINZJ5Z7FSRGYXM	I am from Ireland, <br> <br/> <br> <br/> I am currently going to college for an honors degree in games development.
SGTHNXEBACPMMRM7RI4ZV77HWU	Currently working for Small World Coffee in Princeton, NJ where I wear many hats. 15+ years experience in the food and beverage industry. <br> <br/> I am married and a father of 2 daughters ages 5 and 3. <br> <br/> I love to cook and do most of it for my family. My current obsessions are Yahoo and ESPN fantasy baseball and football and the food network. Thanks to my kids I have recently re-discovered how fun coloring is. I suspect it is all part of their nefarious plan to grow their crayola and coloring book collection. <br> <br/> <br> <br/> My favorite categories to answer in are: <bzr> <br/> Polls and Surveys <br> <br/> Rock and Pop <br> <br/> Food and Drink <br> <br/> Fantasy Sports <br> <br/> Baseball <br> <br/> Football
