3INJ4LZC7PNUZNQX4VMS3IK2B4	hi, i love photograpy and live in arkansas. please help answer my questions! ill help answer yours!
FL4ZOULNG4AYL6BWE4BAGEZFIU	Hello Everyone, <br> <br/> <br> <br/> I am an Architecht Student. <br> <br/> <br> <br/> I also have alot of interest in Medicine, I am a Pharmacy Tech as well, <br> <br/> <br> <br/> also interested in Health care as i do work at a Hospital. <br> <br/> <br> <br/> I live in Arizona, USA
FU6IFLNZDQGBGDQWR23XN34EOI	I am just a regular person you see everyday walking down the road-side, driving in a compaq car, shopping in Food Lion or riding in Metro. There is nothing extra-ordinary about me. :0) <br> <br/> <br> <br/> O.T.
FMJAFNUMI3ANX6UJTOHU6XR2LE	I'm Kalee. 14. freshman. new jersey. i get along with pretty much everyone. so talk to mee:]
FENN5OWZMJD24I37PBOHJC4HQI	Been married for 10 years, have 3 great kids, also mommy to 2 year old Labrador, 6 year old Shih-tzu, and 2 year old calico cat.
FY2ESBMJWE7NU535HRNUMSOP6I	i'm 22 and single - where have all the good men gone? i live in washington tyne and wear. i love parachuting, having fun, and driving in my car.
FQBNER5YQH7VHIVKRVCVYJ35XY	17 years of age <br> <br/> proud colombian <br> <br/> california born and raised :) <br> <br/> for some reason i mainly only answer questions about colombia or weed....haha im weird like that.
FCLQ46B6X6J7UGJRQ6X7CGRYZQ	21 year old Fem from Texas...... <br> <br/> Living life one day at a time.......
F6D5DGFT6W7TVOHZFFRD24C6NI	I ride a motorized bicycle which shifts gears automatically. I also live in the mountians of Tennessee.
FJLOPRK6MIYWIG22BZJ3JU5CKM	i'm 21/m play alot of xbox 360, Nintendo DS as some sims ocasionaly. <br> <br/> <br> <br/> I love RPG's they are my bread and butter. <br> <br/> <br> <br/> I'm obsesed with tattoos and peircings and i'm covered in quite a few of them. i'm currently growing my hair to get it dreaded!!!! i can't wait!!! <br> <br/> <br> <br/> I own 3 chinese dwarf hamsters and a corn snake. <br> <br/> <br> <br/> I live near Leeds and Manchester North England <br> <br/> <br> <br/> I'm new here so bear with me and my terible spelling (i'm more of a maths guy)!!!! <br> <br/> <br> <br/> Looking to meet new gamers!!! <br> <br/> <br> <br/> So send me a message if your on xbox live. <br> <br/> <br> <br/> Most played full 360 games- <br> <br/> <br> <br/> COD (all of them) <br> <br/> Red Dead <br> <br/> Bully <br> <br/> Just Cause 2 <br> <br/> Falout 3 <br> <br/> Fable 2 <br> <br/> Gear of War (campaign only) <br> <br/> GTA IV <br> <br/> and many many more!!!!
FHS6FHWVCHPU4WKVG7IVTKEXOY	I am currently studying marine science majoring in oceanography. Anyone interesting in sharing their ideas or wanna discuss issues on science, such as string theory, bermuda triangle, cosmological matters, and mysteries scientifically unexplainable events as well as mathematics, kindly mail me. I would like to share and discuss.
FHQUTLWYIPUE3CNJC3RZGKW3YE	check me out on facebook. 23 male from Essex, England U.K. love the world and life.
FURV2DDHB475DTIJ7ERNNHJ3U4	I have gone through so much pain in my life, I have turned to myself to help me guide my journey through spiritual healing and reading. <br> <br/> <br> <br/> I offer advice through life's own experiences. My enjoyment in life is helping others. If we all can change one person's life for the better, our purpose here on earth is validated. I use to volunteer for a local EMS service. <br> <br/> <br> <br/> Life is really about making us stronger through struggle so that we become better people. It is not about the desination but the journey and how we get there.
E4ED36NFRL2KXLMTXIVOOYL3VE	I love reading, horseback riding, drag racing, motorcycles, Jeeps, mudding, working out, camping/hiking, dancing in the rain and traveling. Someday I hope to go to Ireland <3
E2S4RILW5YEPD5IK6AMZZDD5S4	female <br> <br/> live in canada, ontario <br> <br/> black <br> <br/> 5'4 (average hight) <br> <br/> not skinny but not fat (average weight) <br> <br/> from dominicza <br> <br/> love wrestling <br> <br/> addicted to candy <br> <br/> good fighter
EFCYCWVSPAOF5HNOZXLEUYJHD4	Hi I'm Amber....I'm 22 years old and live in Arizona...I'm a pretty laid back person and a very loyal friend. I enjoy doing things that keep me active. I am into sports, shooting pool, horseback riding and dancing.....I must say my very favorite thing to do is spending time with my partner.. She is the love of my life and the center of my world.... <br> <br/> <br> <br/> Currently I am studying Medicine..I work as a Certified Nurses Aide at an Adult detox facility...Somedays it can be a challenge but everyday is a learning experiance. I hope to someday become an Emergency room tech or maybe even doctor who knows =).... <br> <br/> <br> <br/> if you would like to know more...feel free to drop me a line..i'm always up for making new friends =)
EKRKIXDCYG3MGH2R6EIYHOC37E	hi there! im a 14 year old girl from the united states with an unhealthy addiction to the internet :P i find yahoo answers amazing and love answering questions and writing polls for fun. i love the beach, i love kitties, i love reading (whoa, a kid who reads?!? :P) i feel like im babbling incoherently to nobody... lol i feel like making this long for no reason :D so howve you been? hows it goin? do you like popcorn? are you procrastinating? i bet the answer to the last two is yes. i would love to one day have my own blog or something of the sort. i think this is too long so im going to stop now. bye.
EBPOMK3Z6EHZIDTDI2JZEJBZGE	I'm a 17year old kid growing up in Spokane, Washington. I love stimulating conversation and I enjoy helping out other people with their questions and queries. I like to think I have a deep thinking process, and if anyone wants to chat, my msn is: mrtywer@live.com.
EE5YOIP6A34GIZGEPAXNZ6GPNA	I am 23 year old student from Lithuania. <br> <br/> Now i am learning Telecomunication engineering in Vilnius College (VIKO).
EZWEVQOKG3CZXUF53IJJVCH5GE	I was born April 5, 1984 in Miami Florida.I attend Miami Dade College and I Major in Legal assisting.I want to someday become a lawyer.I love art,particularly dealing with nature and I don't understand why splashes of paint on a canvas is considered art.I love Pop music and my favorite song for now is 'Goodbye my lover 'by James Blunt.I am a sucker for good movies and TV shows.My favorite shows are Greys Anatomy,Ugly Betty,and Lost. Thats all you need to know about me for now.
E7NHOORV6QKRQELYXD5S2E2M44	iam from sri lanka my reall name is mohamed miyas zeinul abdeem and my business name is sultan iam just a business man iam 37 m i like loving pepel
ETHKZE7YVLBYKA2D3BQ4OSVTIY	I'mma BIG fan of YuGiOh (Card game AND show), Pokemon, LittleKuriboh (or CardGamesWTF), Adventure Time, and Avatar: T.L.A. I live in Texas and Have lots a beautiful kitties that love me :D I kinda have an Obsession with reading a good book and im sort of a nerd but not as nerdy as you might think. I play Drums and Violin, goin to 8th grade and I'm probably THE most weird, random, corky, childish person you'll ever meet :) Well, thats me... Bye.. I guess.. lol :D <br> <br/> <br> <br/> <br> <br/> <br> <br/> <br> <br/> .....Fatality.....
EALHYLVWGNHZHFEUVILKUSDE5E	Hi! my name is brooke and i have lots of friends: <br> <br/> Mellesha,chloe, <br> <br/> alondra,holly, cain,laura,lauren, <br> <br/> ,chris,karen,banen,tanner <br> <br/> kassie,heather,jenny, <br> <br/> kathleen,karnia,adrinna, <br> <br/> dylan,logan,devonte, <br> <br/> tyree,cassidy,hunter, <br> <br/> mischa,zahra,michael <br> <br/> tenitka,hannha,maddie,frankie <br> <br/> ,michael <br> <br/> <br> <br/> <br> <br/> Contanct me @ <br> <br/> janell_monkey15@yahoo.com <br> <br/> i love to meet new people and sorry <br> <br/> for the weird email <br> <br/> <br> <br/> ╔╗╔═╦ Paste this in your profile <br> <br/> ║╚╣║║ if you like Linkin Park <br> <br/> ╚═║═╝ <br> <br/> <br> <br/> 92% of the teenage population has switched to rap. If you are the 8% who still rocks, copy and paste this as your signature
EI7LCHOXINAAZMP5CNLXGDH3VA	IM FULL BLOODED MEXICAN!!! <br> <br/> <br> <br/> GO MEXICO AND CRUZ AZUL AND NERY "EL REY" CASTILLO THEY ARE THE BEST!!!
EV3NEEX5BQ7LSKGEXDBVMUUPSU	Hi <br> <br/> I am Mike <br> <br/> I am a management consultant and trainer in London UK <br> <br/> I am married, with 3 great daughters. <br> <br/> <br> <br/> For fun I am a Red Cross volunteer and trainer
EYNWUYWBMPVL5RJAMQEEBBVEQ4	TOLUCA <br> <br/> _______ <br> <br/> <br> <br/> All that remains <br> <br/> Are memories <br> <br/> <a href="http://www.youtube.com/watch?v=Rwj32nhemss" rel="nofollow">http://www.youtube.com/watch?v=Rwj32nhem...</a> <br> <br/> _______ <br> <br/> I'm trying to break in <br> <br/> Oh, I know it's not for me <br> <br/> And the sight of it all <br> <br/> Makes me sad and ill <br> <br/> That's when I want- Some Weird Sin <br> <br/> <a href="http://www.youtube.com/watch?v=bq2jFZlFXv0" rel="nofollow">http://www.youtube.com/watch?v=bq2jFZlFX...</a> <br> <br/> _______ <br> <br/> <a href="http://www.youtube.com/watch?v=8P09rxVaQAM" rel="nofollow">http://www.youtube.com/watch?v=8P09rxVaQ...</a> <br> <br/> _______ <br> <br/> ¡Party Till' You Puke!
EVQQH32DJY7AVVQFDZIJF47FR4	Madonna’s Pet Services is a registered business, bonded & insured, trained in First Aid for pets and a member of The Professional Dog Walkers Association International. We are committed to spending quality time walking, playing, petting, ensuring that your pets relieve themselves as well as nurturing your pets while you're away. Our primary objective is to provide the best possible care for your pets while you are away. We currently service the Mississauga, Etobicoke, Oakville and Burlington areas. Simply contact us to discuss the service that you are seeking for your pet.
E6MFAD46ETLKJ66HDKBHXME2CE	I am a 25yr old female working as a receptionist in Scotland. I am single and love watching films, meeting good friends and going on the net. I love animals and learning more about our planet and it's inhabitants.
EC4VYU7A4HKMNUYK5IYTHOYSNM	Names Teraill Jones (A.K.A TJ Jones).I'm 17 years old. I've been a member of Yahoo Answers for 3 years since i was 14. I'm from Cincinnati, Ohio but i live in Georgia. I like playing all sports and hanging with friends. I also love to read, sing, and write my own stories and songs. I'm polite and always treat my lady with respest & love. To some that's weak. And maybe so since i'm single right now. but i don't care about what others think too much, i stay on the top of my game no matter what. (Okay now i'm sounding cocky, so let me stop.) I only answer questions in relationships. i want to be a counselour when i get older. so this is perfect training. so if you need a little help with your relationship post a question and sure that me and anyone else out there in yahoo land will answer. Peace!
EUE7AIC7V6LZWACTIH2WWDWS6E	Student of The University of Nottingham Malaysia Campus.
EQXZ5VDV742ZAHUB2ER7NHRSCA	I'm 15 and from Miami, Florida. <br> <br/> <br> <br/> >>> 305 <<<
EVNRHY2NZBO5HCFGO76ZZHRBJU	Love Walt Disney World and Cartoons. Visit my blogs: <br> <br/> <br> <br/> <a href="http://toonsofpastandpresent.blogspot.com/" rel="nofollow">http://toonsofpastandpresent.blogspot.co...</a> (Cartoon Blog) <br> <br/> <br> <br/> <a href="http://intheknowatwdw.blogspot.com/" rel="nofollow">http://intheknowatwdw.blogspot.com/</a> (Disney blog)
ERFNADRAEME5RPHATYPXELMUKM	With nearly a decade of experience in the mortgage industry, Daniel Sa has helped thousands of homeowners across the country purchase and refinance their homes. Based in Columbus, Ohio, Daniel Sa is a mortgage banker for award-winning Residential Finance Corporation. <br> <br/> <br> <br/> Daniel Sa has experience in Federal Housing Administration (FHA), Veterans Administration (VA), and conventional home mortgage loans for purchase and refinance. Daniel Sa also has access to jumbo mortgage, USDA, fixed-rate, reverse mortgage, adjustable-rate, and more. <br> <br/> In his tenure at RFC, Daniel Sa has been 7 year recipient of the Presidents Club Prestigious Award for his accomplishments. <br> <br/> Daniel Sa has a Bachelor's Degree in Finance and a Minor in Economics from The Ohio State University. <br> <br/> <br> <br/> Contact info: <br> <br/> Daniel Sa <br> <br/> Residential Finance Corporation <br> <br/> Office Direct line: 614-827-1371 <br> <br/> email: daniel.sa@myrfc.com <br> <br/> NMLS ID: 173224
ER7D5RSWVM3ZP7LVEFA476GTEU	i am a 15 year old girl from Arkansas who loves to answer realtionship questions because my own life is so screwd up
E2TNDFWNCZEJBU5B5SM56HFITE	looking for Logan the crier
EH5MXH73AGVYGYDZN6CGIS5H7E	Im a fifteen year old girl from Philippines. :)
EC2HD4IGOBQVRT2YUTQSI6N3OM	im 21yrs old. live near the st. louis area. <br> <br/> spend alot of time working with electronics, computers, and spend some time playing videogames, <br> <br/> i am a hobbyiest and love building and modding things.
EM77ELM3QOEONSB3JMSDEVZTM4	I am expert in the following area.1. United States & Canadian military2. Canadian Secondary School System3. Canadian University/College Entrence4. Canadian Modern History5. Contemporary International Relations6. Foreign involvement in Iraq and Afghanistan 
EFOW24PPS75FW5TDGKYBV5DVBY	Deut 6:4 “Hear, O Israel! The LORD is our God, the LORD is one! <br> <br/> <br> <br/> Acts 2:38 And Peter [said] to them, “Repent, and let each of you be baptized in the name of Jesus Christ for the forgiveness of your sins; and you shall receive the gift of the Holy Spirit. <br> <br/> <br> <br/> John 8:36 <br> <br/> “If therefore the Son shall make you free, you shall be free indeed. <br> <br/> <br> <br/> Eph 2:8 <br> <br/> 8 For by grace you have been saved through faith; and that not of yourselves, [it is] the gift of God; <br> <br/> <br> <br/> Are you good? The good O meter. <br> <br/> <a href="http://www.youtube.com/watch?v=XrLzYw6ULYw" rel="nofollow">zhttp://www.youtube.com/watch?v=XrLzYw6UL...</a> <br> <br/> <br> <br/> Baptism in Jesus/IESUS Name <br> <br/> <a href="http://www.youtube.com/watch?v=3mlv0NahAzY&feature=related" rel="nofollow">http://www.youtube.com/watch?v=3mlv0NahA...</a> <br> <br/> <br> <br/> Love studying about natural home remedies. <br> <br/> One of my fav are ACV (apple cider vinegar). It is filled with many benefits. <br> <br/> <a href="http://www.apple-cider-vinegar-benefits.com/home-remedies.html" rel="nofollow">http://www.apple-cider-vinegar-benefits....</a> <br> <br/> <br> <br/> Honey & Cinnamon Natural Cures <br> <br/> http://www.angelfire.com/az/sthurston/honeyandcinnamon.html <br> <br/> <br> <br/> KNOWLEDGE IS POWER, BUT IT'S A POWERLESS WEAPON WITHOUT TRUE AWARENESS.....
